session_id,session_date,app_name,app_category,device,user_age_group,user_tech_savvy,intended_action,total_dark_patterns_found,total_pattern_instances,hidden_fees,fake_urgency,pre_checked_boxes,confirmshaming,sneaked_into_basket,hard_to_cancel,false_social_proof,forced_continuity,roach_motel,misdirection,price_comparison_blocking,trick_questions,disguised_ads,bait_and_switch,time_spent_minutes,intended_spend_usd,actual_spend_usd,extra_charges_usd,action_outcome,completed_intended_action,frustration_score,would_use_again
S-909074,2025-07-18,NewsHub-Media,News/Media,Mobile,25-34,Low,read_one_article,3,7,0,0,0,0,0,0,0,1,3,0,0,0,3,0,7.5,0,9.82,9.82,completed_purchase,1,4.1,1
S-909673,2024-12-23,MegaShop-Ecommerce,E-commerce,Mobile,18-24,Low,buy_one_item,7,10,1,4,1,0,0,1,1,0,0,0,0,1,0,1,11.9,40,69.82,29.82,completed_purchase,1,4.6,1
S-905745,2025-07-15,TravelDeal-Booking,Travel,Tablet,18-24,Medium,book_cheapest_option,5,13,3,2,0,0,0,0,3,0,0,0,4,0,0,1,17.3,150,193.39,43.39,completed_booking,1,6.0,0
S-907691,2024-10-28,OpenApp-Freemium,Productivity,Mobile,35-44,Low,try_free_trial,3,6,0,0,0,0,0,0,0,4,0,0,1,0,1,0,7.7,0,17.26,17.26,signed_up,1,2.8,1
S-901410,2025-10-02,TravelDeal-Booking,Travel,Mobile,18-24,Medium,book_cheapest_option,4,10,4,0,0,0,0,0,1,0,1,0,4,0,0,0,15.6,150,182.72,32.72,completed_booking,1,4.7,1
S-901511,2025-10-01,FitPro-Subscription,Fitness SaaS,Mobile,45-54,High,cancel_subscription,5,16,0,0,0,3,0,4,0,3,2,0,0,4,0,0,12.3,0,0,0,completed_cancellation,1,7.9,1
S-900379,2024-06-05,TravelDeal-Booking,Travel,Mobile,25-34,High,book_cheapest_option,4,10,3,0,0,0,0,0,3,0,0,0,3,0,0,1,16.5,150,206.18,56.18,completed_booking,1,4.8,0
S-910621,2024-11-22,CleanShop-Ethical,E-commerce,Mobile,55+,Medium,buy_one_item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,40,40,0,completed_purchase,1,1.2,1
S-907816,2025-01-24,NewsHub-Media,News/Media,Desktop,45-54,Low,read_one_article,5,10,0,0,0,2,0,0,0,4,2,1,0,0,1,0,6.3,0,20.6,20.6,completed_purchase,1,5.9,1
S-909561,2025-10-04,NewsHub-Media,News/Media,Mobile,18-24,High,read_one_article,2,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3.8,0,0,0,completed_purchase,1,2.4,1
S-909695,2025-04-05,SocialFeed-App,Social Media,Desktop,25-34,Medium,check_notifications,3,9,0,0,0,0,0,0,0,0,2,3,0,0,4,0,7.9,0,0,0,completed_purchase,1,4.4,1
S-903071,2025-05-17,MegaShop-Ecommerce,E-commerce,Desktop,45-54,Medium,buy_one_item,5,6,1,1,0,0,1,0,1,0,0,0,0,0,0,2,7.9,40,40,54.8,abandoned_cart,0,3.0,1
S-911428,2024-12-16,NewsHub-Media,News/Media,Desktop,25-34,Low,read_one_article,4,10,0,0,0,0,0,0,0,3,3,2,0,0,2,0,8.1,0,28.76,28.76,completed_purchase,1,5.0,1
S-904920,2025-04-03,OpenApp-Freemium,Productivity,Desktop,55+,High,try_free_trial,3,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,6.1,0,0,0,signed_up,1,1.4,1
S-907507,2025-02-26,FoodFast-Delivery,Food Delivery,Mobile,45-54,Low,order_dinner,3,7,0,0,3,0,3,0,0,0,0,0,1,0,0,0,6.4,25,120.68,95.68,completed_purchase,1,3.9,1
S-910527,2024-12-23,MegaShop-Ecommerce,E-commerce,Mobile,55+,Medium,buy_one_item,5,13,4,2,4,0,2,0,0,0,0,0,0,0,0,1,13.9,40,195.59,155.59,completed_purchase,1,7.2,1
S-908188,2025-04-03,TravelDeal-Booking,Travel,Mobile,55+,High,book_cheapest_option,6,13,2,2,0,0,0,0,3,0,0,0,3,1,0,2,19.9,150,200.19,50.19,completed_booking,1,6.3,1
S-910606,2025-11-06,TravelDeal-Booking,Travel,Mobile,18-24,High,book_cheapest_option,6,16,3,3,1,0,0,0,4,0,0,0,3,0,0,2,16.8,150,150,78.25,noticed_hidden_fee_abandoned,0,7.9,1
S-901461,2024-06-19,NewsHub-Media,News/Media,Tablet,25-34,Medium,read_one_article,4,12,0,0,0,0,0,0,0,3,3,2,0,0,4,0,9.4,0,24.04,24.04,completed_purchase,1,5.3,0
S-901040,2025-08-25,NewsHub-Media,News/Media,Desktop,25-34,Low,read_one_article,4,8,0,0,0,0,0,0,0,3,3,0,1,0,1,0,5.9,0,25.47,25.47,completed_purchase,1,4.6,1
S-903491,2024-10-22,TravelDeal-Booking,Travel,Tablet,25-34,Medium,book_cheapest_option,4,11,3,3,0,0,0,0,2,0,0,0,3,0,0,0,13.8,150,150,24.84,noticed_hidden_fee_abandoned,0,6.0,1
S-904473,2025-06-01,SocialFeed-App,Social Media,Mobile,45-54,Low,check_notifications,4,8,0,0,0,0,0,0,0,0,2,1,0,3,2,0,5.0,0,0,0,completed_purchase,1,4.8,1
S-909113,2025-11-11,FoodFast-Delivery,Food Delivery,Mobile,18-24,Low,order_dinner,5,12,4,0,4,0,1,0,1,0,0,2,0,0,0,0,9.1,25,25,77.15,noticed_hidden_fee_abandoned,0,6.5,1
S-904111,2025-01-23,TravelDeal-Booking,Travel,Desktop,18-24,Medium,book_cheapest_option,6,11,0,3,1,0,0,0,0,1,0,0,3,2,1,0,15.6,150,176.13,26.13,completed_booking,1,4.7,1
S-902261,2025-10-16,QuickStream-Video,Subscription,Mobile,25-34,High,cancel_subscription,5,16,0,0,1,4,0,3,0,4,4,0,0,0,0,0,11.1,0,4.84,4.84,completed_cancellation,1,7.6,1
S-900282,2025-11-16,SocialFeed-App,Social Media,Mobile,25-34,High,check_notifications,4,8,0,0,0,0,0,0,0,0,1,4,0,1,2,0,5.7,0,0,0,completed_purchase,1,3.7,0
S-903031,2024-06-07,TravelDeal-Booking,Travel,Tablet,35-44,Low,book_cheapest_option,4,8,2,0,2,0,0,0,2,0,0,0,2,0,0,0,14.6,150,179.12,29.12,completed_booking,1,4.3,1
S-908840,2024-11-11,NewsHub-Media,News/Media,Mobile,18-24,Medium,read_one_article,5,13,0,0,0,0,1,0,0,3,4,1,0,0,4,0,11.4,0,17.47,17.47,completed_purchase,1,6.9,1
S-911896,2024-07-30,CleanShop-Ethical,E-commerce,Tablet,35-44,Low,buy_one_item,2,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,6.0,40,66.74,26.74,completed_purchase,1,1.3,1
S-910776,2025-03-25,MegaShop-Ecommerce,E-commerce,Mobile,25-34,High,buy_one_item,4,9,1,2,4,0,0,0,2,0,0,0,0,0,0,0,11.1,40,72.08,32.08,completed_purchase,1,4.6,0
S-907670,2024-06-27,QuickStream-Video,Subscription,Mobile,55+,High,cancel_subscription,5,10,0,0,1,4,0,2,0,1,2,0,0,0,0,0,6.7,0,5.56,5.56,completed_cancellation,1,5.2,0
S-903861,2024-10-13,SocialFeed-App,Social Media,Tablet,18-24,High,check_notifications,3,7,0,0,0,0,0,0,0,0,0,3,0,1,3,0,6.6,0,0,0,completed_purchase,1,3.0,1
S-901259,2025-07-30,FoodFast-Delivery,Food Delivery,Desktop,45-54,Low,order_dinner,4,11,0,2,4,0,3,0,0,0,0,2,0,0,0,0,7.7,25,86.93,61.93,completed_purchase,1,5.4,1
S-908385,2025-06-08,NewsHub-Media,News/Media,Mobile,25-34,Low,read_one_article,3,6,0,0,0,0,0,0,0,2,3,0,0,0,1,0,5.3,0,21.96,21.96,completed_purchase,1,2.5,1
S-906522,2025-01-27,QuickStream-Video,Subscription,Mobile,25-34,Low,cancel_subscription,7,9,0,0,0,1,0,3,1,1,1,1,1,0,0,0,7.0,0,0,22.9,gave_up_cancelling,0,4.1,0
S-911258,2024-08-21,FairBook-Travel,Travel,Desktop,35-44,Low,book_cheapest_option,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.6,150,150,0,completed_booking,1,1,1
S-907688,2025-05-21,NewsHub-Media,News/Media,Mobile,55+,High,read_one_article,3,5,0,0,0,0,0,0,0,1,0,1,0,0,3,0,4.0,0,0,0,completed_purchase,1,2.2,1
S-903677,2024-08-18,NewsHub-Media,News/Media,Mobile,25-34,High,read_one_article,4,7,0,0,0,0,0,1,0,3,2,0,0,0,1,0,7.2,0,0,0,completed_purchase,1,3.6,1
S-908237,2024-10-30,QuickStream-Video,Subscription,Mobile,18-24,Medium,cancel_subscription,6,14,0,0,2,4,0,3,0,2,2,1,0,0,0,0,10.2,0,0,41.94,gave_up_cancelling,0,6.8,0
S-904594,2025-11-14,FoodFast-Delivery,Food Delivery,Mobile,35-44,Medium,order_dinner,4,8,4,1,1,0,0,0,0,0,0,2,0,0,0,0,10.2,25,68.33,43.33,completed_purchase,1,3.9,0
S-907672,2024-09-27,MegaShop-Ecommerce,E-commerce,Mobile,45-54,High,buy_one_item,4,8,1,0,3,0,0,0,2,0,0,0,0,0,0,2,7.7,40,127.56,87.56,completed_purchase,1,4.5,1
S-909201,2024-07-19,NewsHub-Media,News/Media,Mobile,18-24,Low,read_one_article,5,11,0,0,0,2,0,0,0,2,3,0,0,0,3,1,8.3,0,0,24.9,abandoned_cart,0,5.2,1
S-908922,2025-05-19,TravelDeal-Booking,Travel,Mobile,25-34,Low,book_cheapest_option,5,11,0,1,2,0,0,0,4,0,0,0,2,0,0,2,15.0,150,210.24,60.24,completed_booking,1,4.7,1
S-911751,2025-11-25,CleanShop-Ethical,E-commerce,Mobile,45-54,Low,buy_one_item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,40,40,0,completed_purchase,1,1,1
S-905200,2025-08-01,CleanShop-Ethical,E-commerce,Mobile,45-54,High,buy_one_item,2,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,7.0,40,49.04,9.04,completed_purchase,1,2.5,1
S-911847,2025-09-22,MegaShop-Ecommerce,E-commerce,Desktop,55+,High,buy_one_item,2,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0,6.6,40,52.42,12.42,completed_purchase,1,3.5,1
S-905750,2025-11-27,SocialFeed-App,Social Media,Mobile,55+,High,check_notifications,4,7,0,0,0,0,0,0,0,0,1,1,0,3,2,0,7.2,0,0,0,completed_purchase,1,3.7,0
S-902545,2024-10-23,FoodFast-Delivery,Food Delivery,Mobile,25-34,High,order_dinner,5,7,2,1,2,1,1,0,0,0,0,0,0,0,0,0,6.5,25,25,57.43,noticed_hidden_fee_abandoned,0,3.5,1
S-905821,2024-08-22,FairBook-Travel,Travel,Desktop,25-34,Low,book_cheapest_option,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.7,150,157.46,7.46,completed_booking,1,2.0,1
S-905988,2025-02-15,SocialFeed-App,Social Media,Mobile,25-34,Low,check_notifications,6,11,0,0,0,1,0,1,0,0,1,4,0,1,3,0,9.7,0,0,0,completed_purchase,1,5.1,1
S-903971,2024-10-31,NewsHub-Media,News/Media,Tablet,55+,High,read_one_article,4,7,0,0,0,1,0,0,0,1,0,1,0,0,4,0,5.3,0,0,0,completed_purchase,1,3.7,0
S-903432,2025-08-04,NewsHub-Media,News/Media,Mobile,45-54,Medium,read_one_article,5,9,0,0,0,2,0,0,0,4,1,0,0,1,1,0,8.2,0,10.68,10.68,completed_purchase,1,4.5,1
S-901091,2024-11-08,QuickStream-Video,Subscription,Mobile,35-44,Low,cancel_subscription,4,9,0,0,0,1,0,3,0,3,2,0,0,0,0,0,7.7,0,15.57,15.57,completed_cancellation,1,4.4,1
S-907178,2024-11-21,FoodFast-Delivery,Food Delivery,Desktop,55+,Medium,order_dinner,5,9,2,2,2,0,2,0,0,0,0,1,0,0,0,0,7.9,25,89.02,64.02,completed_purchase,1,4.5,1
S-902650,2025-04-07,CleanShop-Ethical,E-commerce,Mobile,55+,High,buy_one_item,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.7,40,40,0,completed_purchase,1,1.5,1
S-906094,2025-03-25,FoodFast-Delivery,Food Delivery,Mobile,25-34,Low,order_dinner,3,8,1,0,3,0,4,0,0,0,0,0,0,0,0,0,9.0,25,131.15,106.15,completed_purchase,1,4.6,1
S-903686,2024-06-18,MegaShop-Ecommerce,E-commerce,Desktop,55+,Low,buy_one_item,4,9,1,0,3,0,1,0,4,0,0,0,0,0,0,0,10.7,40,93.72,53.72,completed_purchase,1,3.8,1
S-906689,2025-10-18,SocialFeed-App,Social Media,Mobile,45-54,Low,check_notifications,3,8,0,0,0,0,0,0,0,0,0,1,0,4,3,0,6.4,0,0,0,completed_purchase,1,5.0,1
S-907189,2024-12-20,NewsHub-Media,News/Media,Tablet,45-54,Medium,read_one_article,4,12,0,0,0,1,0,0,0,4,4,0,0,0,3,0,11.5,0,15.14,15.14,completed_purchase,1,6.3,1
S-910007,2025-01-27,NewsHub-Media,News/Media,Mobile,35-44,Low,read_one_article,5,13,0,0,1,0,0,0,0,4,4,0,0,1,3,0,7.4,0,34.88,34.88,completed_purchase,1,6.3,1
S-903902,2025-04-23,SocialFeed-App,Social Media,Desktop,35-44,High,check_notifications,5,9,0,0,0,0,0,1,0,0,1,3,0,3,1,0,5.9,0,0,0,completed_purchase,1,4.9,0
S-900239,2025-07-10,SocialFeed-App,Social Media,Desktop,18-24,Medium,check_notifications,3,5,0,0,0,0,0,0,0,0,1,0,0,1,3,0,5.3,0,0,0,completed_purchase,1,3.1,1
S-911696,2025-10-09,TravelDeal-Booking,Travel,Mobile,35-44,High,book_cheapest_option,5,12,3,2,1,0,0,0,3,0,0,0,3,0,0,0,19.5,150,197.81,47.81,completed_booking,1,6.5,0
S-905240,2025-04-08,TravelDeal-Booking,Travel,Mobile,45-54,Low,book_cheapest_option,6,16,2,4,2,0,0,0,2,0,0,0,4,2,0,0,18.5,150,164.1,14.1,completed_booking,1,7.0,1
S-900123,2024-07-01,FoodFast-Delivery,Food Delivery,Mobile,18-24,High,order_dinner,3,8,1,0,4,0,3,0,0,0,0,0,0,0,0,0,8.7,25,127.26,102.26,completed_purchase,1,5.1,1
S-901188,2025-07-12,TravelDeal-Booking,Travel,Desktop,18-24,High,book_cheapest_option,7,12,4,2,1,0,0,0,1,0,0,0,1,2,1,0,16.3,150,150,24.22,noticed_hidden_fee_abandoned,0,6.5,1
S-910018,2024-08-13,MegaShop-Ecommerce,E-commerce,Mobile,25-34,Medium,buy_one_item,5,10,1,3,1,0,0,0,4,0,1,0,0,0,0,0,12.7,40,51.55,11.55,completed_purchase,1,5.4,1
S-905443,2025-02-24,CleanShop-Ethical,E-commerce,Mobile,25-34,Low,buy_one_item,2,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,7.3,40,45.08,5.08,completed_purchase,1,3.0,1
S-904107,2024-06-03,FairBook-Travel,Travel,Desktop,35-44,High,book_cheapest_option,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.5,150,164.46,14.46,completed_booking,1,1,1
S-906609,2024-07-01,MegaShop-Ecommerce,E-commerce,Desktop,25-34,High,buy_one_item,5,9,1,2,2,0,0,0,3,0,1,0,0,0,0,0,9.9,40,66.08,26.08,completed_purchase,1,4.4,0
S-909570,2025-09-29,TravelDeal-Booking,Travel,Desktop,35-44,Low,book_cheapest_option,5,12,2,4,0,0,0,0,4,0,0,0,1,1,0,0,17.5,150,173.4,23.4,completed_booking,1,6.5,1
S-908965,2025-02-06,MegaShop-Ecommerce,E-commerce,Mobile,55+,Low,buy_one_item,4,9,1,0,3,0,1,0,4,0,0,0,0,0,0,0,9.1,40,103.01,63.01,completed_purchase,1,4.8,1
S-901143,2025-07-02,CleanShop-Ethical,E-commerce,Desktop,35-44,Medium,buy_one_item,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6.2,40,40,0,completed_purchase,1,1,1
S-905871,2025-08-27,SocialFeed-App,Social Media,Mobile,45-54,Low,check_notifications,4,11,0,0,0,0,0,2,0,0,0,4,0,2,3,0,10.0,0,0,0,completed_purchase,1,6.4,1
S-911728,2025-03-16,FitPro-Subscription,Fitness SaaS,Mobile,25-34,Low,cancel_subscription,5,10,0,0,0,3,0,1,0,2,1,0,0,3,0,0,10.2,0,0,10.24,gave_up_cancelling,0,5.0,0
S-910270,2024-11-16,FoodFast-Delivery,Food Delivery,Mobile,35-44,High,order_dinner,3,7,3,0,2,0,2,0,0,0,0,0,0,0,0,0,6.6,25,25,38.53,noticed_hidden_fee_abandoned,0,2.9,0
S-902679,2025-07-19,TravelDeal-Booking,Travel,Tablet,25-34,Medium,book_cheapest_option,5,9,3,0,0,0,0,0,3,0,0,1,1,1,0,0,16.9,150,170.14,20.14,completed_booking,1,4.9,0
S-900831,2025-01-11,OpenApp-Freemium,Productivity,Tablet,25-34,High,try_free_trial,4,7,0,0,0,2,0,0,0,3,1,0,0,1,0,0,7.4,0,0,0,signed_up,1,3.9,0
S-909836,2024-12-16,MegaShop-Ecommerce,E-commerce,Mobile,18-24,Low,buy_one_item,5,10,2,2,2,0,0,0,3,0,0,0,0,0,0,1,9.4,40,94.18,54.18,completed_purchase,1,4.6,1
S-909404,2024-06-04,FairBook-Travel,Travel,Desktop,45-54,High,book_cheapest_option,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10.6,150,158.36,8.36,completed_booking,1,1.5,1
S-901417,2025-07-16,NewsHub-Media,News/Media,Tablet,18-24,High,read_one_article,3,7,0,0,0,2,0,0,0,2,3,0,0,0,0,0,4.5,0,0,0,completed_purchase,1,3.6,0
S-909803,2024-07-29,FitPro-Subscription,Fitness SaaS,Mobile,45-54,Medium,cancel_subscription,5,9,1,0,0,2,0,0,0,4,0,0,0,1,1,0,6.7,0,30.79,30.79,completed_cancellation,1,4.1,1
S-903926,2025-01-10,MegaShop-Ecommerce,E-commerce,Mobile,35-44,High,buy_one_item,5,11,2,3,4,0,0,1,1,0,0,0,0,0,0,0,10.3,40,70.82,30.82,completed_purchase,1,4.7,1
S-905657,2025-08-30,FairBook-Travel,Travel,Mobile,35-44,Low,book_cheapest_option,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,150,150,0,completed_booking,1,1.7,1
S-906056,2025-10-25,SocialFeed-App,Social Media,Mobile,55+,Medium,check_notifications,4,9,1,0,0,0,0,0,0,0,0,4,0,1,3,0,7.3,0,6.69,6.69,completed_purchase,1,4.3,0
S-904709,2025-02-01,FoodFast-Delivery,Food Delivery,Desktop,18-24,Medium,order_dinner,3,8,1,0,4,0,3,0,0,0,0,0,0,0,0,0,9.1,25,135.85,110.85,completed_purchase,1,4.5,1
S-907491,2024-08-09,TravelDeal-Booking,Travel,Desktop,25-34,Medium,book_cheapest_option,4,11,0,4,2,0,0,0,0,0,0,0,4,0,0,1,18.1,150,181.51,31.51,completed_booking,1,5.7,1
S-911989,2024-12-27,TravelDeal-Booking,Travel,Mobile,55+,Low,book_cheapest_option,5,10,1,3,0,0,0,0,1,0,0,0,3,2,0,0,13.4,150,157.67,7.67,completed_booking,1,4.1,1
S-905324,2025-11-21,OpenApp-Freemium,Productivity,Desktop,45-54,High,try_free_trial,2,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,6.5,0,0,0,signed_up,1,1.9,1
S-906599,2025-02-07,FairBook-Travel,Travel,Mobile,45-54,High,book_cheapest_option,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11.2,150,157.55,7.55,completed_booking,1,1,1
S-908745,2025-08-03,FitPro-Subscription,Fitness SaaS,Mobile,35-44,High,cancel_subscription,5,12,0,0,0,3,0,3,0,4,1,0,0,1,0,0,9.4,0,0,0,completed_cancellation,1,5.6,0
S-903761,2024-08-29,OpenApp-Freemium,Productivity,Mobile,55+,Medium,try_free_trial,2,5,0,0,0,0,0,0,0,3,0,0,0,2,0,0,8.4,0,26.78,26.78,signed_up,1,2.2,1
S-910093,2025-03-02,SocialFeed-App,Social Media,Mobile,35-44,Medium,check_notifications,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3.0,0,0,0,completed_purchase,1,1.1,1
S-910804,2024-12-17,SocialFeed-App,Social Media,Desktop,55+,High,check_notifications,4,10,0,1,0,0,0,0,0,0,0,4,0,1,4,0,5.3,0,0,0,completed_purchase,1,5.8,1
S-901806,2024-12-10,OpenApp-Freemium,Productivity,Mobile,45-54,Medium,try_free_trial,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6.4,0,27.51,27.51,signed_up,1,1,1
S-905006,2025-04-24,FitPro-Subscription,Fitness SaaS,Mobile,45-54,Low,cancel_subscription,5,11,0,0,0,3,0,1,0,2,0,0,0,4,1,0,10.3,0,27.44,27.44,completed_cancellation,1,5.0,1
S-904433,2024-08-21,OpenApp-Freemium,Productivity,Tablet,25-34,High,try_free_trial,2,5,0,0,0,0,0,0,0,3,0,0,0,2,0,0,7.3,0,0,0,signed_up,1,3.3,1
S-900256,2025-01-22,FairBook-Travel,Travel,Desktop,45-54,Low,book_cheapest_option,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,150,150,0,completed_booking,1,1.1,1
S-905449,2024-09-16,CleanShop-Ethical,E-commerce,Desktop,18-24,High,buy_one_item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,40,40,0,completed_purchase,1,1.3,1
S-909930,2025-08-17,NewsHub-Media,News/Media,Desktop,55+,High,read_one_article,2,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4.1,0,0,0,completed_purchase,1,2.8,1
S-909219,2025-03-28,NewsHub-Media,News/Media,Tablet,35-44,Medium,read_one_article,5,7,0,1,1,2,0,0,0,2,1,0,0,0,0,0,7.3,0,31.65,31.65,completed_purchase,1,3.7,0
S-909473,2025-06-28,SocialFeed-App,Social Media,Mobile,55+,High,check_notifications,3,7,0,0,0,0,0,0,0,0,0,1,0,3,3,0,7.5,0,0,0,completed_purchase,1,2.9,0
S-902898,2024-12-04,TravelDeal-Booking,Travel,Desktop,55+,High,book_cheapest_option,7,14,4,2,0,0,0,0,3,0,1,0,2,1,0,1,20.4,150,178.8,28.8,completed_booking,1,7.4,0
S-901636,2025-06-09,SocialFeed-App,Social Media,Mobile,18-24,Low,check_notifications,4,10,0,0,0,0,0,0,0,0,2,3,0,1,4,0,8.0,0,0,0,completed_purchase,1,5.9,1
S-911453,2025-04-29,FairBook-Travel,Travel,Mobile,25-34,Medium,book_cheapest_option,3,4,0,1,2,0,1,0,0,0,0,0,0,0,0,0,12.9,150,182.88,32.88,completed_booking,1,2.4,1
S-904350,2024-10-13,FoodFast-Delivery,Food Delivery,Mobile,55+,High,order_dinner,2,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,6.6,25,59.97,34.97,completed_purchase,1,3.5,1
S-906879,2025-11-15,CleanShop-Ethical,E-commerce,Mobile,25-34,High,buy_one_item,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5,40,64.71,24.71,completed_purchase,1,1.1,1
S-904347,2025-08-23,OpenApp-Freemium,Productivity,Mobile,55+,Low,try_free_trial,3,6,1,0,0,0,0,0,0,3,0,0,0,2,0,0,9.0,0,29.01,29.01,signed_up,1,2.6,1
S-909210,2025-06-20,CleanShop-Ethical,E-commerce,Mobile,45-54,Low,buy_one_item,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.7,40,45.93,5.93,completed_purchase,1,1.1,1
S-906016,2024-10-19,FairBook-Travel,Travel,Mobile,35-44,High,book_cheapest_option,3,4,0,0,2,0,0,0,0,0,0,0,0,0,1,1,11.9,150,191.42,41.42,completed_booking,1,3.4,1
S-904329,2025-09-19,CleanShop-Ethical,E-commerce,Mobile,55+,High,buy_one_item,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.3,40,49.29,9.29,completed_purchase,1,1,1
S-911962,2024-12-04,QuickStream-Video,Subscription,Mobile,25-34,Low,cancel_subscription,5,8,0,0,2,1,0,1,0,3,1,0,0,0,0,0,5.9,0,43.06,43.06,completed_cancellation,1,4.8,1
S-907697,2025-03-17,FairBook-Travel,Travel,Mobile,55+,Medium,book_cheapest_option,3,4,0,1,2,0,0,0,0,0,1,0,0,0,0,0,13.0,150,170.16,20.16,completed_booking,1,1.9,1
S-907316,2025-06-06,QuickStream-Video,Subscription,Desktop,45-54,Medium,cancel_subscription,6,13,0,0,2,1,0,3,0,3,3,1,0,0,0,0,9.0,0,34.31,34.31,completed_cancellation,1,6.4,0
S-909552,2024-07-27,CleanShop-Ethical,E-commerce,Mobile,35-44,Low,buy_one_item,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.4,40,40,0,completed_purchase,1,1.9,1
S-906355,2024-07-01,QuickStream-Video,Subscription,Mobile,18-24,Low,cancel_subscription,3,7,0,0,0,1,0,2,0,4,0,0,0,0,0,0,6.8,0,0,19.66,gave_up_cancelling,0,3.5,1
S-907125,2024-07-17,OpenApp-Freemium,Productivity,Mobile,18-24,Low,try_free_trial,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.7,0,0,0,signed_up,1,1,1
S-906129,2025-04-23,CleanShop-Ethical,E-commerce,Mobile,25-34,Medium,buy_one_item,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.4,40,40,0,completed_purchase,1,1,1
S-910192,2025-02-05,NewsHub-Media,News/Media,Mobile,18-24,High,read_one_article,3,7,0,0,0,2,0,0,0,0,3,2,0,0,0,0,4.7,0,0,0,completed_purchase,1,3.8,0
S-909596,2025-01-20,MegaShop-Ecommerce,E-commerce,Desktop,45-54,Low,buy_one_item,3,5,0,1,2,0,0,0,0,0,0,0,0,0,0,2,7.6,40,109.64,69.64,completed_purchase,1,2.6,1
S-901115,2025-01-03,MegaShop-Ecommerce,E-commerce,Tablet,18-24,Low,buy_one_item,4,11,3,3,0,0,0,0,4,0,0,0,0,0,0,1,13.8,40,87.16,47.16,completed_purchase,1,6.2,1
S-905718,2025-02-16,FairBook-Travel,Travel,Mobile,25-34,Low,book_cheapest_option,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11.1,150,163.16,13.16,completed_booking,1,2.3,1
S-905280,2025-06-05,FairBook-Travel,Travel,Mobile,25-34,Medium,book_cheapest_option,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11.0,150,161.36,11.36,completed_booking,1,2.3,1
S-905757,2024-09-21,FairBook-Travel,Travel,Tablet,45-54,High,book_cheapest_option,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.6,150,157.12,7.12,completed_booking,1,1.3,1
S-905145,2025-06-03,TravelDeal-Booking,Travel,Mobile,35-44,High,book_cheapest_option,7,15,1,4,1,1,0,0,0,0,0,0,4,2,0,2,17.7,150,195.48,45.48,completed_booking,1,6.1,0
S-901494,2025-01-25,MegaShop-Ecommerce,E-commerce,Desktop,55+,High,buy_one_item,5,14,3,4,3,0,2,0,2,0,0,0,0,0,0,0,10.7,40,92.64,52.64,completed_purchase,1,6.3,0
S-909670,2025-04-27,FoodFast-Delivery,Food Delivery,Mobile,35-44,Low,order_dinner,3,10,3,0,3,0,4,0,0,0,0,0,0,0,0,0,7.2,25,150.34,125.34,completed_purchase,1,5.4,1
S-905169,2025-04-15,FitPro-Subscription,Fitness SaaS,Mobile,25-34,Medium,cancel_subscription,2,7,0,0,0,0,0,4,0,3,0,0,0,0,0,0,7.8,0,11.75,11.75,completed_cancellation,1,4.3,0
S-906628,2025-11-10,SocialFeed-App,Social Media,Desktop,35-44,Medium,check_notifications,4,8,0,0,0,0,0,0,0,0,0,2,0,1,4,1,6.3,0,22.65,22.65,completed_purchase,1,3.2,0
